company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,review_status,defence_review_status,is_shell,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
In-Space Missions,MISSION INC HOLDINGS LIMITED,15632102,Private Limited Company,United Kingdom,10/04/2024,http://business.data.gov.uk/id/company/15632102,N3,Satellite and Spacecraft Manufacturing,Upstream,N6,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.",62012 - Business and domestic software development | 70229 - Management consultancy activities other than financial management | nan | nan,70229.0,70229 - Management consultancy activities other than financial management,Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 70.22 business and other management consultancy — listed under professional, scientific and technical services for space.",Integration and supply of full space systems,No,https://in-space.co.uk,"Hampshire-based designer, builder, and operator of bespoke 10–300 kg satellite missions, including hosted-payload rideshares and multi-sensor ISR spacecraft.",Hampshire,Satellite Manufacturers,UNIT 17,ROYAL WILLIAM YARD,PLYMOUTH,,ENGLAND,PL1 3GW,Yes,Yes,,,Yes,,Partial,,,"Matched: Source 1 (partial) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Designs, builds, and operates bespoke smallsat platform missions (10–300 kg) and hosted payload rideshares for commercial and ISR applications.",2026-07-23,CH_BULK+UKSPACETECH,partial,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
L3Harris,L3HARRIS AUTONOMOUS SURFACE VEHICLES LIMITED,03689515,Private Limited Company,United Kingdom,29/12/1998,http://business.data.gov.uk/id/company/03689515,N2,Satellite and Spacecraft Manufacturing,Upstream,N8,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.",32990 - Other manufacturing n.e.c. | 71129 - Other engineering activities | 72190 - Other research and experimental development on natural sciences and engineering | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Integration and supply of full space systems,No,https://l3harris.com,"Defence and space systems prime with UK operations across 11 sites, supplying satellite communications, RF payloads, and space domain awareness systems.",,Satellite Manufacturers,1 BLOSSOM YARD,FOURTH FLOOR,LONDON,,UNITED KINGDOM,E1 6RS,Yes,Yes,,,Yes,,Partial,,,"Matched: Source 1 (partial) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Supplies RF satellite payloads, tactical satcom hardware, and space domain awareness systems for defence and civil space.",2026-07-23,CH_BULK+UKSPACETECH,partial,High,N3,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
Lockheed Martin,LOCKHEED MARTIN UK LIMITED,02372738,Private Limited Company,United Kingdom,17/04/1989,http://business.data.gov.uk/id/company/02372738,N3,Satellite and Spacecraft Manufacturing,Upstream,N4,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.","74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Integration and supply of full space systems,No,https://lockheedmartin.com,"US defence and aerospace prime whose UK space activities include space domain awareness, satellite ground systems, and support for UK spaceport development.",,Satellite Manufacturers,"C/O LEGAL COUNSEL BUILDING 7000, LANGSTONE PARK",LANGSTONE,HAVANT,HAMPSHIRE,ENGLAND,PO9 1SW,Yes,Yes,,,Yes,,Partial,,,"Matched: Source 1 (exact) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Aerospace prime supporting space domain awareness, satellite ground systems, launch infrastructure, and spacecraft integration.",2026-07-23,CH_BULK+UKSPACETECH,exact,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
MDA Space,MDA SPACE AND ROBOTICS LIMITED,05495455,Private Limited Company,United Kingdom,30/06/2005,http://business.data.gov.uk/id/company/05495455,N2,Satellite and Spacecraft Manufacturing,Upstream,N3,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.",72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Integration and supply of full space systems,No,https://mda.space,"Robotics, satellite systems, and geo-intelligence provider; the UK arm in Harwell works on 5G direct-to-device satellite missions and software-defined satellite payloads.",,Satellite Manufacturers,BEPO BUILDING,HARWELL CAMPUS,DIDCOT,OXFORDSHIRE,ENGLAND,OX11 0GD,Yes,Yes,,,Yes,,No,,,"Matched: Source 1 (partial) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Space robotics, software-defined satellite payloads, and geo-intelligence solutions (UK arm focuses on 5G direct-to-device payloads).",2026-07-23,CH_BULK+UKSPACETECH,partial,High,N3,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
NanoAvionics,KONGSBERG NANOAVIONICS UK LTD,11683861,Private Limited Company,United Kingdom,19/11/2018,http://business.data.gov.uk/id/company/11683861,N3,Satellite and Spacecraft Manufacturing,Upstream,N2,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.","74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Integration and supply of full space systems,No,https://nanoavionics.com,"Nano- and microsatellite bus manufacturer and mission integrator, with UK operations in Basingstoke and Didcot offering standard and custom platforms plus full MAIT and mission services.",,Satellite Manufacturers,62 FOXHALL ROAD,,DIDCOT,OXFORDSHIRE,ENGLAND,OX11 7AD,Yes,Yes,,,Yes,,No,,,Matched: Source 1 (partial) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Small satellite bus manufacturer (nano and microsatellites) and mission integrator offering full platform MAIT and mission services.,2026-07-23,CH_BULK+UKSPACETECH,partial,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
Open Cosmos,OPEN COSMOS LTD.,09704443,Private Limited Company,United Kingdom,27/07/2015,http://business.data.gov.uk/id/company/09704443,N3,Satellite and Spacecraft Manufacturing,Upstream,N7,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.",71122 - Engineering related scientific and technical consulting activities | nan | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Integration and supply of full space systems,No,https://open-cosmos.com,Harwell-based provider of end-to-end smallsat missions and operator of the OpenConstellation shared satellite infrastructure and DataCosmos analytics platform.,Harwell,Satellite Manufacturers,"UNIT 8, THE BEP0 BUILDING",THOMSON AVE,DIDCOT,,UNITED KINGDOM,OX11 0GD,Yes,Yes,,,Yes,,No,,,"Matched: Source 1 (exact) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: End-to-end smallsat platform manufacturer, operator of the OpenConstellation shared satellite fleet, and DataCosmos analytics provider.",2026-07-23,CH_BULK+UKSPACETECH,exact,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
Surrey Satellite Technology,SURREY SATELLITE TECHNOLOGY LIMITED,01916260,Private Limited Company,United Kingdom,23/05/1985,http://business.data.gov.uk/id/company/01916260,N3,Satellite and Spacecraft Manufacturing,Upstream,N2,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.",26110 - Manufacture of electronic components | 30300 - Manufacture of air and spacecraft and related machinery | 72190 - Other research and experimental development on natural sciences and engineering | nan,26110.0,26110 - Manufacture of electronic components,Medium,Tier 2,ONS SIC 2026 and OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 26.11 electronic components.,Integration and supply of full space systems,No,https://sstl.co.uk,"Guildford-based pioneer of the smallsat industry, building and operating small satellites for Earth observation, navigation, science, lunar, and defence missions.",Guildford,Satellite Manufacturers,"TYCHO HOUSE, 20 STEPHENSON ROAD",SURREY RESEARCH PARK,GUILDFORD,SURREY,,GU2 7YE,Yes,Yes,,,Yes,,No,,,"Matched: Source 1 (exact) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Smallsat manufacturer producing platforms and payloads for Earth observation, navigation, science, lunar, and dual-use missions.",2026-07-23,CH_BULK+UKSPACETECH,exact,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
Thales Alenia Space UK,THALES ALENIA SPACE UK LIMITED,08647225,Private Limited Company,United Kingdom,12/08/2013,http://business.data.gov.uk/id/company/08647225,N3,Satellite and Spacecraft Manufacturing,Upstream,N2,Yes,"Category spans multiple nodes. Confirmed dual-node N3/N6: Surrey Satellite Technology (builds and operates EO, navigation, science satellites), In-Space Missions (builds and operates hosted-payload missions), Alba Orbital (builds PocketQubes and operates Unicorn-2 and Night Lights), NanoAvionics (bus manufacturer and mission integrator), Open Cosmos (builds smallsats and operates OpenConstellation). Node corrections required: Blue Skies Space is N6 primary (operates Mauve mission, delivers data by subscription) with N3 secondary. Honeywell is N2 (manufactures components and subsystems — not a full satellite integrator). L3Harris is N2 primary (RF payloads, comms subsystems) with N9 secondary (defence advisory). Lockheed Martin is N4 primary (satellite ground systems, spaceport support) with N9 secondary. MDA Space is N2 primary (software-defined payloads, subsystems). AAC Clyde Space spans N3/N6/N7 — builds satellites, operates VIREON constellation, delivers Space-Data-as-a-Service. Defence firms requiring defence_primary check: BAE Systems, L3Harris, Lockheed Martin, RTX.",26110 - Manufacture of electronic components | 71129 - Other engineering activities | nan | nan,26110.0,26110 - Manufacture of electronic components,Medium,Tier 2,ONS SIC 2026 and OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 26.11 electronic components.,Integration and supply of full space systems,No,https://thalesgroup.com,"Reading-based satellite manufacturer supplying payloads and subsystems for telecommunications, navigation, Earth observation, and science missions, including LISA gravitational-wave mission hardware.",Reading,Satellite Manufacturers,350 LONGWATER AVENUE,GREEN PARK,READING,BERKSHIRE,UNITED KINGDOM,RG2 6GF,Yes,Yes,,,Yes,,Partial,,,"Matched: Source 1 (exact) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Satellite prime manufacturer supplying telecommunications payloads, propulsion systems, and science spacecraft hardware.",2026-07-23,CH_BULK+UKSPACETECH,exact,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
4Links,,,,,,,N1,Components and Materials,Upstream,N9,Yes,"Category spans N1 (raw components, materials, electronics, connectors, cables, PCBs) and N2 (functional subsystems — antennas, RF systems, optical terminals, sensor payloads, flight software). Additionally several firms are misplaced in this category and belong elsewhere: Aerospace Corporation UK → N9 (technical advisory only). Astro42 → N4 primary/N7 secondary (mission control software and ML for EO). Bright Ascension → N4 primary (flight and ground software for satellite operations). ESR Technology → N9 (tribology services — ancillary enabling). Maya HTT → N9 (engineering simulation software). Opteran → N9 (autonomy software — enabling technology). Oxford Dynamics → N9 (AI tools — enabling technology). QinetiQ → N9 primary/N4 secondary (technology services and PNT/SDA advisory). Spirent → N9 (test and assurance — enabling). Telespazio UK → N6 primary/N7 secondary/N9 tertiary (satellite operations, EO data platforms, consulting). Review every firm description individually to assign node.",,,,,,,Supply of components and equipment for space systems,,https://4links.space,"Bletchley-based supplier of SpaceWire test, measurement, and IP solutions for ground and in-flight use.",Bletchley,Components & Subsystems,,,Bletchley,,United Kingdom,,No,Yes,,,Yes,,No,,,"Source 2 only (ukspacetech). Not found in CH Bulk — may use different legal name. CH number to be found at Stage 3 via API search. | Defence review: Manufactures space-qualified SpaceWire and SpaceFibre test equipment, routers, and electronic IP cores used for spacecraft testing and EGSE.",2026-07-23,UKSPACETECH,no_match,Medium,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
AccelerComm,ACCELERCOMM LTD,10043949,Private Limited Company,United Kingdom,04/03/2016,http://business.data.gov.uk/id/company/10043949,N2,Components and Materials,Upstream,N1,Yes,"Category spans N1 (raw components, materials, electronics, connectors, cables, PCBs) and N2 (functional subsystems — antennas, RF systems, optical terminals, sensor payloads, flight software). Additionally several firms are misplaced in this category and belong elsewhere: Aerospace Corporation UK → N9 (technical advisory only). Astro42 → N4 primary/N7 secondary (mission control software and ML for EO). Bright Ascension → N4 primary (flight and ground software for satellite operations). ESR Technology → N9 (tribology services — ancillary enabling). Maya HTT → N9 (engineering simulation software). Opteran → N9 (autonomy software — enabling technology). Oxford Dynamics → N9 (AI tools — enabling technology). QinetiQ → N9 primary/N4 secondary (technology services and PNT/SDA advisory). Spirent → N9 (test and assurance — enabling). Telespazio UK → N6 primary/N7 secondary/N9 tertiary (satellite operations, EO data platforms, consulting). Review every firm description individually to assign node.",61900 - Other telecommunications activities | nan | nan | nan,61900.0,61900 - Other telecommunications activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.90 other telecommunications — CPA 61.90.10 includes satellite tracking services.,Supply of components and equipment for space systems,No,https://accelercomm.com,Southampton spinout supplying high-performance 5G/6G physical-layer IP for non-terrestrial networks.,,Components & Subsystems,5 BENHAM ROAD BENHAM ROAD,CHILWORTH,SOUTHAMPTON,,ENGLAND,SO16 7QJ,Yes,Yes,,,Yes,,No,,,Matched: Source 1 (exact) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Develops 5G Non-Terrestrial Network (NTN) physical layer (L1) IP algorithms and signal processing acceleration hardware for satellite payloads.,2026-07-23,CH_BULK+UKSPACETECH,exact,High,N1,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
AdaCore,NADACORE SOLUTIONS LTD,17264530,Private Limited Company,United Kingdom,05/06/2026,http://business.data.gov.uk/id/company/17264530,N1,Components and Materials,Upstream,N2,Yes,"Category spans N1 (raw components, materials, electronics, connectors, cables, PCBs) and N2 (functional subsystems — antennas, RF systems, optical terminals, sensor payloads, flight software). Additionally several firms are misplaced in this category and belong elsewhere: Aerospace Corporation UK → N9 (technical advisory only). Astro42 → N4 primary/N7 secondary (mission control software and ML for EO). Bright Ascension → N4 primary (flight and ground software for satellite operations). ESR Technology → N9 (tribology services — ancillary enabling). Maya HTT → N9 (engineering simulation software). Opteran → N9 (autonomy software — enabling technology). Oxford Dynamics → N9 (AI tools — enabling technology). QinetiQ → N9 primary/N4 secondary (technology services and PNT/SDA advisory). Spirent → N9 (test and assurance — enabling). Telespazio UK → N6 primary/N7 secondary/N9 tertiary (satellite operations, EO data platforms, consulting). Review every firm description individually to assign node.","62012 - Business and domestic software development | 62020 - Information technology consultancy activities | 62090 - Other information technology service activities | 63110 - Data processing, hosting and related activities",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Supply of components and equipment for space systems,No,https://adacore.com,"Supplier of Ada and SPARK development tools, compilers, and qualified runtimes for mission-critical space and avionics software.",,Components & Subsystems,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Yes,Yes,,,Yes,,No,,,"Matched: Source 1 (partial) + Source 2 (ukspacetech). Node from Source 2. Address from Source 1. | Defence review: Provides safety-critical software development toolchains (Ada, SPARK) used for flight control, guidance, and avionics software on launch vehicles and spacecraft.",2026-07-23,CH_BULK+UKSPACETECH,partial,High,,Reviewed,Manually reviewed,No,,,,,,,,,,,,,,,,,,,
